file,exists,kind,count,sources,recommendation,exports,absPath
"src/lib/actuarial/calculations.ts",true,lib,2,"ts-prune",manual,"MortalityTableEntry|MortalityTable|LifeInsuranceParams|AnnuityParams|MortalityCalculations|LifeInsuranceCalculations|AnnuityCalculations|FinancialMath","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/lib/actuarial/calculations.ts"
"src/lib/api/services/cep.ts",true,lib,2,"ts-prune",manual,"CepData|CepError|CepService|cepService|CepService","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/lib/api/services/cep.ts"
"src/lib/auth.ts",true,lib,2,"ts-prune",manual,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/lib/auth.ts"
"src/lib/email-service-new.ts",true,lib,2,"ts-prune",manual,"emailService","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/lib/email-service-new.ts"
"src/server/services/audit.server.ts",true,other,2,"ts-prune",manual,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/server/services/audit.server.ts"
"src/types/analise-excel.d.ts",true,types,2,"ts-prune",manual,"DadosAnaliseExcel|PlanilhaExcel|LinhaExcel|CelulaExcel","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/types/analise-excel.d.ts"
"src/validators/usuarioSchemas.ts",true,validator,2,"ts-prune",manual,"usuarioSchema|usuarioUpdateSchema","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/validators/usuarioSchemas.ts"
"src/app/aderencia-tabuas/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/aderencia-tabuas/page.tsx"
"src/app/admin/abac/page-old.tsx",true,other,1,"ts-prune",manual,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/admin/abac/page-old.tsx"
"src/app/admin/audit-logs/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/admin/audit-logs/page.tsx"
"src/app/admin/calculos-atuariais/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/admin/calculos-atuariais/page.tsx"
"src/app/admin/dashboard/components/GraficoUsuarios.tsx",true,other,1,"ts-prune",manual,"GraficoUsuarios","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/admin/dashboard/components/GraficoUsuarios.tsx"
"src/app/admin/dashboard/components/index.ts",true,other,1,"ts-prune",manual,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/admin/dashboard/components/index.ts"
"src/app/admin/dashboard/QueryProvider.tsx",true,other,1,"ts-prune",manual,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/admin/dashboard/QueryProvider.tsx"
"src/app/admin/emails/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/admin/emails/page.tsx"
"src/app/admin/mfa/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/admin/mfa/page.tsx"
"src/app/admin/notifications/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/admin/notifications/page.tsx"
"src/app/admin/usuarios/hooks/useUsuariosPaginados.ts",true,other,1,"ts-prune",manual,"UsuarioPaginado|useUsuariosPaginados","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/admin/usuarios/hooks/useUsuariosPaginados.ts"
"src/app/admin/usuarios/lista/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/admin/usuarios/lista/page.tsx"
"src/app/analise-excel/layout.tsx",true,layout,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/analise-excel/layout.tsx"
"src/app/analise-excel/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/analise-excel/page.tsx"
"src/app/api/abac/check/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/abac/check/route.ts"
"src/app/api/admin/audit-logs/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/admin/audit-logs/route.ts"
"src/app/api/admin/calculos-atuariais/relatorio/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/admin/calculos-atuariais/relatorio/route.ts"
"src/app/api/admin/dashboard/config/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/admin/dashboard/config/route.ts"
"src/app/api/admin/dashboard/stats/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/admin/dashboard/stats/route.ts"
"src/app/api/admin/metrics/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/admin/metrics/route.ts"
"src/app/api/admin/mfa/disable/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/admin/mfa/disable/route.ts"
"src/app/api/admin/mfa/status/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/admin/mfa/status/route.ts"
"src/app/api/admin/mfa/totp/generate/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/admin/mfa/totp/generate/route.ts"
"src/app/api/admin/mfa/totp/verify/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/admin/mfa/totp/verify/route.ts"
"src/app/api/admin/notifications/[id]/read/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/admin/notifications/[id]/read/route.ts"
"src/app/api/admin/notifications/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/admin/notifications/route.ts"
"src/app/api/admin/tabuas-mortalidade/[id]/export/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/admin/tabuas-mortalidade/[id]/export/route.ts"
"src/app/api/admin/tabuas-mortalidade/import/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/admin/tabuas-mortalidade/import/route.ts"
"src/app/api/admin/users/[id]/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/admin/users/[id]/route.ts"
"src/app/api/admin/users/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/admin/users/route.ts"
"src/app/api/analise-excel/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/analise-excel/route.ts"
"src/app/api/auth/custom-callbacks/apple/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/custom-callbacks/apple/route.ts"
"src/app/api/auth/custom-callbacks/github/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/custom-callbacks/github/route.ts"
"src/app/api/auth/custom-callbacks/microsoft/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/custom-callbacks/microsoft/route.ts"
"src/app/api/auth/custom-callbacks/twitter/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/custom-callbacks/twitter/route.ts"
"src/app/api/auth/custom-signout/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/custom-signout/route.ts"
"src/app/api/auth/forgot-password/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/forgot-password/route.ts"
"src/app/api/auth/linked-accounts/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/linked-accounts/route.ts"
"src/app/api/auth/local/forgot-password/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/local/forgot-password/route.ts"
"src/app/api/auth/local/register/route-abac.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/local/register/route-abac.ts"
"src/app/api/auth/local/register/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/local/register/route.ts"
"src/app/api/auth/local/session/route-abac.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/local/session/route-abac.ts"
"src/app/api/auth/local/session/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/local/session/route.ts"
"src/app/api/auth/local/signout/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/local/signout/route.ts"
"src/app/api/auth/register/route-abac.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/register/route-abac.ts"
"src/app/api/auth/register/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/register/route.ts"
"src/app/api/auth/session/route-abac.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/session/route-abac.ts"
"src/app/api/auth/session/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/session/route.ts"
"src/app/api/auth/totp-disable/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/totp-disable/route.ts"
"src/app/api/auth/totp-setup/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/totp-setup/route.ts"
"src/app/api/auth/totp-status/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/totp-status/route.ts"
"src/app/api/auth/totp-verify/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/totp-verify/route.ts"
"src/app/api/auth/unlink-provider/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/auth/unlink-provider/route.ts"
"src/app/api/email/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/email/route.ts"
"src/app/api/emails/send/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/emails/send/route.ts"
"src/app/api/emails/test-connection/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/emails/test-connection/route.ts"
"src/app/api/health/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/health/route.ts"
"src/app/api/notifications/[id]/read/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/notifications/[id]/read/route.ts"
"src/app/api/notifications/bulk/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/notifications/bulk/route.ts"
"src/app/api/notifications/read-all/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/notifications/read-all/route.ts"
"src/app/api/notifications/stats/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/notifications/stats/route.ts"
"src/app/api/usuario/definir-senha/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/usuario/definir-senha/route.ts"
"src/app/api/usuario/foto/route.ts",true,api-route,1,"ts-prune",keep,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/api/usuario/foto/route.ts"
"src/app/area-cliente/account-linking/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/area-cliente/account-linking/page.tsx"
"src/app/area-cliente/CheckboxCustom.tsx",true,other,1,"ts-prune",manual,"CheckboxCustom","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/area-cliente/CheckboxCustom.tsx"
"src/app/area-cliente/dashboard-admin/page-moderno.tsx",true,other,1,"ts-prune",manual,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/area-cliente/dashboard-admin/page-moderno.tsx"
"src/app/area-cliente/dashboard-admin/PageDashboardAdmin.tsx",true,other,1,"ts-prune",manual,"dynamic|PageDashboardAdmin","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/area-cliente/dashboard-admin/PageDashboardAdmin.tsx"
"src/app/area-cliente/dashboard-admin/UsuariosTable.tsx",true,other,1,"ts-prune",manual,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/area-cliente/dashboard-admin/UsuariosTable.tsx"
"src/app/area-cliente/dashboard-admin/UsuariosTableFilters.tsx",true,other,1,"ts-prune",manual,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/area-cliente/dashboard-admin/UsuariosTableFilters.tsx"
"src/app/area-cliente/DashboardAdminModerno.tsx",true,other,1,"ts-prune",manual,"DashboardAdmin","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/area-cliente/DashboardAdminModerno.tsx"
"src/app/area-cliente/documentos/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/area-cliente/documentos/page.tsx"
"src/app/area-cliente/FotoPerfilUploader.tsx",true,other,1,"ts-prune",manual,"FotoPerfilUploader","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/area-cliente/FotoPerfilUploader.tsx"
"src/app/area-cliente/layout.tsx",true,layout,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/area-cliente/layout.tsx"
"src/app/area-cliente/totp-setup/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/area-cliente/totp-setup/page.tsx"
"src/app/area-cliente/totp-status/TotpStatus.tsx",true,other,1,"ts-prune",manual,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/area-cliente/totp-status/TotpStatus.tsx"
"src/app/auth/error/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/auth/error/page.tsx"
"src/app/calculadora-atuarial/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/calculadora-atuarial/page.tsx"
"src/app/cliente/layout.tsx",true,layout,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/cliente/layout.tsx"
"src/app/contato/metadata.ts",true,other,1,"ts-prune",manual,"metadata","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/contato/metadata.ts"
"src/app/contato/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/contato/page.tsx"
"src/app/criar-conta/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/criar-conta/page.tsx"
"src/app/dashboard/aderencia-tabuas/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/dashboard/aderencia-tabuas/page.tsx"
"src/app/definir-senha/page.tsx",true,page,1,"ts-prune",keep,"DefinirSenhaPage","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/definir-senha/page.tsx"
"src/app/documentacao/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/documentacao/page.tsx"
"src/app/login/page.tsx",true,page,1,"ts-prune",keep,"LoginPage","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/login/page.tsx"
"src/app/login/TotpPrompt.tsx",true,other,1,"ts-prune",manual,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/login/TotpPrompt.tsx"
"src/app/metadata.ts",true,other,1,"ts-prune",manual,"metadata","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/metadata.ts"
"src/app/not-found.tsx",true,other,1,"ts-prune",manual,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/not-found.tsx"
"src/app/page.tsx",true,other,1,"ts-prune",manual,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/page.tsx"
"src/app/politica-privacidade/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/politica-privacidade/page.tsx"
"src/app/recuperar-senha/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/recuperar-senha/page.tsx"
"src/app/recuperar-senha/PageRecuperacao.tsx",true,other,1,"ts-prune",manual,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/recuperar-senha/PageRecuperacao.tsx"
"src/app/relatorios-atuariais/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/relatorios-atuariais/page.tsx"
"src/app/Rodape.tsx",true,other,1,"ts-prune",manual,"Rodape","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/Rodape.tsx"
"src/app/servicos/metadata.ts",true,other,1,"ts-prune",manual,"metadata","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/servicos/metadata.ts"
"src/app/servicos/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/servicos/page.tsx"
"src/app/sobre-nos/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/sobre-nos/page.tsx"
"src/app/sobre/metadata.ts",true,other,1,"ts-prune",manual,"metadata","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/sobre/metadata.ts"
"src/app/sobre/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/sobre/page.tsx"
"src/app/termos-uso/page.tsx",true,page,1,"ts-prune",keep,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/app/termos-uso/page.tsx"
"src/components/actuarial/ActuarialCalculator.tsx",true,component,1,"ts-prune",manual,"ActuarialCalculator","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/actuarial/ActuarialCalculator.tsx"
"src/components/actuarial/ActuarialReports.tsx",true,component,1,"ts-prune",manual,"ActuarialReports","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/actuarial/ActuarialReports.tsx"
"src/components/actuarial/MortalityTableImporter.tsx",true,component,1,"ts-prune",manual,"MortalityTableImporter","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/actuarial/MortalityTableImporter.tsx"
"src/components/admin/ApiMonitoringDashboard.tsx",true,component,1,"ts-prune",manual,"ApiMonitoringDashboard","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/admin/ApiMonitoringDashboard.tsx"
"src/components/admin/AuditDashboard.tsx",true,component,1,"ts-prune",manual,"AuditDashboard","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/admin/AuditDashboard.tsx"
"src/components/admin/data-table/DataTableBase.tsx",true,component,1,"ts-prune",manual,"DataTableBase|DataTableBase","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/admin/data-table/DataTableBase.tsx"
"src/components/admin/data-table/exportPdf.ts",true,component,1,"ts-prune",manual,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/admin/data-table/exportPdf.ts"
"src/components/admin/MonitoringDashboard.tsx",true,component,1,"ts-prune",manual,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/admin/MonitoringDashboard.tsx"
"src/components/analise-excel/PopoverFormulaCelula.tsx",true,component,1,"ts-prune",manual,"function","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/analise-excel/PopoverFormulaCelula.tsx"
"src/components/auth/schemas.ts",true,component,1,"ts-prune",manual,"senhaSchema|registerSchema|RegisterFormData","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/auth/schemas.ts"
"src/components/ErrorBoundary.tsx",true,component,1,"ts-prune",manual,"ErrorBoundary","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/ErrorBoundary.tsx"
"src/components/notifications/notification-icon.tsx",true,component,1,"ts-prune",manual,"NotificationIcon","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/notifications/notification-icon.tsx"
"src/components/theme/ThemeProvider.tsx",true,component,1,"ts-prune",manual,"ThemeProvider","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/theme/ThemeProvider.tsx"
"src/components/theme/ThemeToggle.tsx",true,component,1,"ts-prune",manual,"ThemeToggle","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/theme/ThemeToggle.tsx"
"src/components/ui/alert.tsx",true,component,1,"ts-prune",manual,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/ui/alert.tsx"
"src/components/ui/avatar-custom.tsx",true,component,1,"ts-prune",manual,"AvatarCustom|memo","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/ui/avatar-custom.tsx"
"src/components/ui/badge.tsx",true,component,1,"ts-prune",manual,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/ui/badge.tsx"
"src/components/ui/breadcrumb.tsx",true,component,1,"ts-prune",manual,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/ui/breadcrumb.tsx"
"src/components/ui/button-custom.tsx",true,component,1,"ts-prune",manual,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/ui/button-custom.tsx"
"src/components/ui/calendar.tsx",true,component,1,"ts-prune",manual,"CalendarProps","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/ui/calendar.tsx"
"src/components/ui/ComponenteBase.tsx",true,component,1,"ts-prune",manual,"ComponenteBaseProps|ComponenteBase","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/ui/ComponenteBase.tsx"
"src/components/ui/dashboard-usuario-widget.tsx",true,component,1,"ts-prune",manual,"DashboardUsuarioWidget","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/ui/dashboard-usuario-widget.tsx"
"src/components/ui/input.tsx",true,component,1,"ts-prune",manual,"InputProps","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/ui/input.tsx"
"src/components/ui/mode-toggle.tsx",true,component,1,"ts-prune",manual,"ModeToggle","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/ui/mode-toggle.tsx"
"src/components/ui/popover.tsx",true,component,1,"ts-prune",manual,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/ui/popover.tsx"
"src/components/ui/scroll-area.tsx",true,component,1,"ts-prune",manual,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/ui/scroll-area.tsx"
"src/components/ui/skeleton.tsx",true,component,1,"ts-prune",manual,"SkeletonProps","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/ui/skeleton.tsx"
"src/components/ui/switch.tsx",true,component,1,"ts-prune",manual,"SwitchProps|Switch","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/components/ui/switch.tsx"
